id,clus,articles
66,infinite georg cantor cardinal number,137
65,large cardinal elementary kind,105
63,natural number complexity theory,104
64,axiomatic set zermelofraenkel axiom,98
68,forcing independent continuum hypothesi,97
67,descriptive set determinacy polish space,79
