id,clus,articles
180,university mathematical ph,79
185,sectional curvature riemannian manifold geodesic,74
181,gaussian curvature minimal surface plane,52
183,closed systole inequality,27
182,riemannian geometry mikhail gromov,24
184,mean curvature flow constant,16
